CATEGORY,RANK,PERCENTILE
OBC-NCL-PwD,81,88.0
OBC-NCL-PwD,98,86.0
OBC-NCL-PwD,110,85.0
OBC-NCL-PwD,113,84.0
OBC-NCL-PwD,123,83.0
OBC-NCL-PwD,140,82.0
OBC-NCL-PwD,164,80.0
OBC-NCL-PwD,174,79.0
OBC-NCL-PwD,195,78.0
OBC-NCL-PwD,223,76.0
OBC-NCL-PwD,245,75.0
OBC-NCL-PwD,255,74.0
OBC-NCL-PwD,266,73.0
OBC-NCL-PwD,281,72.0
OBC-NCL-PwD,296,71.0
OBC-NCL-PwD,319,70.0
OBC-NCL-PwD,328,69.0
OBC-NCL-PwD,338,68.0
OBC-NCL-PwD,362,67.0
OBC-NCL-PwD,389,65.0
OBC-NCL-PwD,419,63.0
OBC-NCL-PwD,463,60.0
OBC-NCL-PwD,482,59.0
OBC-NCL-PwD,496,58.0
OBC-NCL-PwD,523,57.0
OBC-NCL-PwD,542,56.0
OBC-NCL-PwD,562,55.0
OBC-NCL-PwD,578,54.0
OBC-NCL-PwD,602,52.0
OBC-NCL-PwD,610,51.0
OBC-NCL-PwD,645,49.0
OBC-NCL-PwD,678,47.0
OBC-NCL-PwD,694,46.0
OBC-NCL-PwD,710,45.0
OBC-NCL-PwD,722,44.0
OBC-NCL-PwD,749,43.0
OBC-NCL-PwD,755,42.0
OBC-NCL-PwD,774,41.0
OBC-NCL-PwD,797,40.0
OBC-NCL-PwD,818,38.0
OBC-NCL-PwD,854,36.0
OBC-NCL-PwD,867,35.0
OBC-NCL-PwD,890,34.0
OBC-NCL-PwD,902,33.0
OBC-NCL-PwD,915,32.0
OBC-NCL-PwD,989,27.0
OBC-NCL-PwD,1062,22.0
OBC-NCL-PwD,1077,21.0
OBC-NCL-PwD,1114,19.0
OBC-NCL-PwD,1152,17.0
OBC-NCL-PwD,1181,15.0
OBC-NCL-PwD,1191,14.0
OBC-NCL-PwD,1207,13.0
OBC-NCL-PwD,1210,12.0
OBC-NCL-PwD,1242,10.0
OBC-NCL-PwD,1283,8.0
OBC-NCL-PwD,1300,7.0
OBC-NCL-PwD,1314,6.0
OBC-NCL-PwD,1369,2.0
SC-PwD,1,93.0
SC-PwD,4,89.0
SC-PwD,20,78.0
SC-PwD,23,75.0
SC-PwD,24,74.0
SC-PwD,31,70.0
SC-PwD,37,67.0
SC-PwD,63,60.0
SC-PwD,76,54.0
SC-PwD,90,50.0
SC-PwD,117,41.0
SC-PwD,188,18.0
SC-PwD,210,11.0
ST-PwD,13,82.0
ST-PwD,28,57.0
ST-PwD,53,27.0
ST-PwD,63,18.0
ST-PwD,67,15.0
